BATCH,ACADEMIC YEAR,REGULATION,DEPARTMENT,SEM,COURSE CODE,COURSE NAME,CREDITS
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,PH241101,Engineering Physics - I,3.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,MA241101,Engineering Mathematics,4.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,CY241101,Engineering Chemistry,3.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,GE241101,Heritage of Tamils,1.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,GE241102,Fundamentals of Computer Programming,3.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,BS241111,Physics and Chemistry Laboratory,1.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,GE241112,Fundamentals of Computer Programming Laboratory,2.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,GE241191,English Laboratory,1.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,1,TP241191,Interpersonal Skills,1.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,GE241201,Tamils And Technology,1.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,MA241202,Statistics and Probability,4.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,PH241201,Engineering Physics - II,3.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,GE241202,Engineering Graphics,4.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,GE241203,Basic Electrical and Electronics Engineering,3.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,ME241201,Engineering Mechanics,3.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,GE241211,Engineering Practices Laboratory,2.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,HS241211,Communication Laboratory / Foreign Language,2.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,ME241211,CAD Laboratory,2.0
2025 - 2029,2025 - 2026,2024(A),B.E. Robotics and Automation,2,TP241291,Aptitude,1.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,HS241101,Professional English,2.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,PH241101,Engineering Physics - I,3.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,MA241101,Engineering Mathematics,4.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,CY241101,Engineering Chemistry,3.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,GE241101,Heritage of Tamils,1.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,GE241102,Fundamentals of Computer Programming,3.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,BS241111,Physics and Chemistry Laboratory,1.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,GE241112,Fundamentals of Computer Programming Laboratory,2.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,GE241191,English Laboratory,1.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,1,TP241191,Interpersonal Skills,1.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,2,GE241201,Tamils and Technology,1.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,2,MA241202,Statistics and Probability,4.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,2,PH241201,Engineering Physics - II,3.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,2,CS241202,Software Design and Architecture,3.0
2025 - 2029,2025 - 2026,2024(A),B.Tech. Artificial Intelligence and Data Science,2,GE241203,Basic Electrical and Electronics Engineering,3.0
