BATCH,ACADEMIC YEAR,REGULATION,DEPARTMENT,SEM,COURSE CODE,COURSE NAME,CREDITS
2022 - 2026,2025 - 2026,2021,B.Tech. Information Technology,8,IT3811,Project Work / Internship,10.0
2023 - 2025,2024 - 2025,2021,M.E. Computer Science and Engineering,3,CP4391,Security Practices,3.0
2023 - 2025,2024 - 2025,2021,M.E. Computer Science and Engineering,3,CP4092,Data Visualization Techniques,3.0
2023 - 2025,2024 - 2025,2021,M.E. Computer Science and Engineering,3,IF4071,Deep Learning,4.0
2023 - 2025,2024 - 2025,2021,M.E. Computer Science and Engineering,3,ET4251,IoT for Smart Systems,3.0
2023 - 2025,2024 - 2025,2021,M.E. Computer Science and Engineering,3,CP4311,Project Work I,6.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,IP3151,Induction Programme,0.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,CY3151,Engineering Chemistry,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,GE3151,Problem Solving and Python Programming,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,GE3172,English Laboratory,1.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,HS3152,Professional English - I,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,MA3151,Matrices and Calculus,4.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,PH3151,Engineering Physics,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,1,BS3171,Physics and Chemistry Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,BE3251,Basic Electrical and Electronics Engineering,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,BM3251,Biosciences for Medical Engineering,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,BM3252,Medical Physics,3.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,BM3271,Biosciences Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,GE3251,Engineering Graphics,4.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,GE3271,Engineering Practices Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,GE3272,Communication Laboratory / Foreign Language,2.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,HS3252,Professional English - II,2.0
2023 - 2027,2023 - 2024,2021,B.E. Biomedical Engineering,2,MA3251,Statistics and Numerical Methods,4.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,MA3351,Transforms and Partial Differential Equations,4.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,BM3353,Fundamentals of Electronic Devices and Circuits,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,BM3301,Sensors and Measurements,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,BM3352,Electric Circuit Analysis,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,BM3351,Anatomy and Human Physiology,4.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,CS3391,Object Oriented Programming,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,BM3361,Fundamentals of Electronic Devices and Circuits Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,BM3311,Sensors and Measurements Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,CS3381,Object Oriented Programming Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,3,GE3361,Professional Development,1.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,BM3411,Biomedical Instrumentation Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,BM3412,Analog and Digital Integrated Circuits Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,BM3402,Analog and Digital Integrated Circuits,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,BM3451,Bio Control Systems,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,BM3491,Biomedical Instrumentation,3.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,GE3451,Environmental Sciences and Sustainability,2.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,MA3355,Random Processes and Linear Algebra,4.0
2023 - 2027,2024 - 2025,2021,B.E. Biomedical Engineering,4,BM3401,Signal Processing,4.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,BM3551,Embedded Systems and IoMT,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,BM3591,Diagnostic and Therapeutic Equipment,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,CBM339,Biomedical Optics and Biophotonics,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,CBM351,Hospital Planning and Management,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,CBM355,Medical Imaging Systems,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,MX3084,Disaster Risk Reduction and Management,0.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,BM3562,Embedded systems and IOMT Laboratory,1.5
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,5,BM3561,Diagnostic and Therapeutic Equipment Laboratory,2.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,CS3491,Artificial Intelligence and Machine Learning,4.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,BM3651,Fundamentals of Healthcare Analytics,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,BM3652,Medical Image Processing,4.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,OEE351,Renewable Energy System,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,CBM337,Biomaterials,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,CBM342,Brain Computer Interface and Applications,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,CBM340,Biometric Systems,3.0
2023 - 2027,2025 - 2026,2021,B.E. Biomedical Engineering,6,MX3085,"Well Being with Traditional Practices Yoga, Ayurveda and Siddha",0.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,IP3151,Induction Programme,0.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,BS3171,Physics and Chemistry Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,CY3151,Engineering Chemistry,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,GE3151,Problem Solving and Python Programming,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,GE3172,English Laboratory,1.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,HS3152,Professional English - I,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,MA3151,Matrices and Calculus,4.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,1,PH3151,Engineering Physics,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,BE3251,Basic Electrical and Electronics Engineering,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,CS3251,Programming in C,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,CS3271,Programming in C Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,GE3251,Engineering Graphics,4.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,GE3271,Engineering Practices Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,GE3272,Communication Laboratory / Foreign Language,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,HS3252,Professional English - II,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,MA3251,Statistics and Numerical Methods,4.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering,2,PH3256,Physics for Information Science,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,MA3354,Discrete Mathematics,4.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3351,Digital Principles and Computer Organization,4.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3352,Foundations of Data Science,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3301,Data Structures,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3391,Object Oriented Programming,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3311,Data Structures Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3381,Object Oriented Programming Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,CS3361,Data Science Laboratory,2.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,3,GE3361,Professional Development,1.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3461,Operating Systems Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3481,Database Management Systems Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3451,Introduction to Operating Systems,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3452,Theory of Computation,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3492,Database Management Systems,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,GE3451,Environmental Sciences and Sustainability,2.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3401,Algorithms,4.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering,4,CS3491,Artificial Intelligence and Machine Learning,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,CS3591,Computer Networks,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,CS3501,Compiler Design,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,CB3491,Cryptography and Cyber Security,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,CS3551,Distributed Computing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,CCS341,Data Warehousing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,CCS335,Cloud Computing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,5,MX3084,Disaster Risk Reduction and Management,0.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,CCS356,Object Oriented Software Engineering,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,CS3691,Embedded Systems and IoT,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,OEE351,Renewable Energy System,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,CCS354,Network Security,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,CCS362,Security and Privacy in Cloud,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,CCS352,Multimedia and Animation,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,CCW332,Digital Marketing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering,6,MX3089,Industrial Safety,0.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,IP3151,Induction Programme,0.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,BS3171,Physics and Chemistry Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,CY3151,Engineering Chemistry,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,GE3151,Problem Solving and Python Programming,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,GE3172,English Laboratory,1.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,HS3152,Professional English - I,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,MA3151,Matrices and Calculus,4.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),1,PH3151,Engineering Physics,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,BE3251,Basic Electrical and Electronics Engineering,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,CS3251,Programming in C,3.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,CS3271,Programming in C Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,GE3251,Engineering Graphics,4.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,GE3271,Engineering Practices Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,GE3272,Communication Laboratory / Foreign Language,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,HS3252,Professional English - II,2.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,MA3251,Statistics and Numerical Methods,4.0
2023 - 2027,2023 - 2024,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),2,PH3256,Physics for Information Science,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,MA3354,Discrete Mathematics,4.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CS3351,Digital Principles and Computer Organization,4.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CS3352,Foundations of Data Science,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CD3291,Data Structures and Algorithms,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CS3391,Object Oriented Programming,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CD3281,Data Structures and Algorithms Laboratory,2.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CS3381,Object Oriented Programming Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,CS3361,Data Science Laboratory,2.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),3,GE3361,Professional Development,1.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,AD3381,Database Design and Management Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,AL3411,Artificial Intelligence and Machine Learning Laboratory,2.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,AD3391,Database Design and Management,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,AL3391,Artificial Intelligence,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,AL3451,Machine Learning,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,CS3452,Theory of Computation,3.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,GE3451,Environmental Sciences and Sustainability,2.0
2023 - 2027,2024 - 2025,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),4,AL3452,Operating Systems,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,AL3501,Natural Language Processing,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,AL3502,Deep Learning for Vision,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,CB3491,Cryptography and Cyber Security,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,CS3551,Distributed Computing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,CCS335,Cloud Computing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,CCS352,Multimedia and Animation,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),5,MX3084,Disaster Risk Reduction and Management,0.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,CCS356,Object Oriented Software Engineering,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,CS3691,Embedded Systems and IoT,4.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,OEE351,Renewable Energy System,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,CCS334,Big Data Analytics,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,CCS370,UI and UX Design,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,CCW332,Digital Marketing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,CCS339,Cryptocurrency and Blockchain Technologies,3.0
2023 - 2027,2025 - 2026,2021,B.E. Computer Science and Engineering (Artificial Intelligence and Machine Learning),6,MX3089,Industrial Safety,0.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,IP3151,Induction Programme,0.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,BS3171,Physics and Chemistry Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,CY3151,Engineering Chemistry,3.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,GE3151,Problem Solving and Python Programming,3.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,GE3172,English Laboratory,1.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,HS3152,Professional English - I,3.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,MA3151,Matrices and Calculus,4.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,1,PH3151,Engineering Physics,3.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,BE3254,Electrical and Instrumentation Engineering,3.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,EC3251,Circuit Analysis,4.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,EC3271,Circuits Analysis Laboratory,1.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,GE3251,Engineering Graphics,4.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,GE3271,Engineering Practices Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,GE3272,Communication Laboratory / Foreign Language,2.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,HS3252,Professional English - II,2.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,MA3251,Statistics and Numerical Methods,4.0
2023 - 2027,2023 - 2024,2021,B.E. Electronics and Communication Engineering,2,PH3254,Physics for Electronics Engineering,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,MA3355,Random Processes and Linear Algebra,4.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,CS3353,C Programming and Data Structures,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,EC3354,Signals and Systems,4.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,EC3353,Electronic Devices and Circuits,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,EC3351,Control Systems,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,EC3352,Digital Systems Design,4.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,EC3361,Electronic Devices and Circuits Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,CS3362,C Programming and Data Structures Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,3,GE3361,Professional Development,1.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3461,Communication Systems Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3462,Linear Integrated Circuits Laboratory,1.5
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3451,Linear Integrated Circuits,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3452,Electromagnetic Fields,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3491,Communication Systems,3.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,GE3451,Environmental Sciences and Sustainability,2.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3401,Networks and Security,4.0
2023 - 2027,2024 - 2025,2021,B.E. Electronics and Communication Engineering,4,EC3492,Digital Signal Processing,4.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,EC3501,Wireless Communication,4.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,EC3552,VLSI and Chip Design,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,EC3551,Transmission Lines and RF Systems,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,CEC352,Satellite Communication,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,CEC365,Wireless Sensor Network Design,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,CEC345,Optical Communication & Networks,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,EC3561,VLSI Laboratory,2.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,5,MX3084,Disaster Risk Reduction and Management,0.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,ET3491,Embedded Systems and IOT Design,4.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,CS3491,Artificial Intelligence and Machine Learning,4.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,CCW332,Digital Marketing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,CEC366,Image Processing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,CEC349,RFID System Design and Testing,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,CEC360,Underwater Navigation Systems,3.0
2023 - 2027,2025 - 2026,2021,B.E. Electronics and Communication Engineering,6,MX3089,Industrial Safety,0.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,IP3151,Induction Programme,0.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,BS3171,Physics and Chemistry Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,CY3151,Engineering Chemistry,3.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,GE3151,Problem Solving and Python Programming,3.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,GE3172,English Laboratory,1.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,HS3152,Professional English - I,3.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,MA3151,Matrices and Calculus,4.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,1,PH3151,Engineering Physics,3.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,2,BE3251,Basic Electrical and Electronics Engineering,3.0
2023 - 2027,2023 - 2024,2021,B.E. Mechanical Engineering,2,BE3271,Basic Electrical and Electronics Engineering Laboratory,2.0
